Sr No,date,startup,vertical,subvertical,city,investors,round,amount
1581,2016-06-08,ListUp,eCommerce,Location based Classified Mobile app,Mumbai,Kae Capital,Seed Funding,4.7985
1581,2016-06-08,ListUp,eCommerce,Location based Classified Mobile app,Mumbai,Kunal Shah,Seed Funding,4.7985
1581,2016-06-08,ListUp,eCommerce,Location based Classified Mobile app,Mumbai,Sandeep Tandon,Seed Funding,4.7985
1582,2016-06-08,6Degree,Technology,Tech-enabled Fashion Talent platform,Mumbai,Indian Angel Network,Seed Funding,1.9194
1583,2016-06-08,Shopwati,Consumer Internet,Online Fashion Discussion Community,Gurgaon,Sanjiv Rai,Seed Funding,0.0
1584,2016-06-08,Cookifi,Consumer Internet,Online Chef Discovery & Booking Service,Bangalore,Kunal Shah,Seed Funding,0.0
1584,2016-06-08,Cookifi,Consumer Internet,Online Chef Discovery & Booking Service,Bangalore,Aneesh Reddy,Seed Funding,0.0
1584,2016-06-08,Cookifi,Consumer Internet,Online Chef Discovery & Booking Service,Bangalore,Tracxn Labs,Seed Funding,0.0
1584,2016-06-08,Cookifi,Consumer Internet,Online Chef Discovery & Booking Service,Bangalore,Venkat Tadanki,Seed Funding,0.0
1584,2016-06-08,Cookifi,Consumer Internet,Online Chef Discovery & Booking Service,Bangalore,Krishna Mehra,Seed Funding,0.0
1584,2016-06-08,Cookifi,Consumer Internet,Online Chef Discovery & Booking Service,Bangalore,Amit Rathore,Seed Funding,0.0
1585,2016-06-08,StoreKing,eCommerce,Connecting Small Town Consumers to E-Commerce,Bangalore,Axiata Digital,Private Equity,153.552
1586,2016-06-08,Wired Hub,Real Estate,Co-Working Spaces,Jaipur,Ankit Maheshwari,Seed Funding,0.0
1586,2016-06-08,Wired Hub,Real Estate,Co-Working Spaces,Jaipur,Anand Singh,Seed Funding,0.0
1587,2016-06-08,MySeniorDoctor,Consumer Internet,Online medical support platform,Gurgaon,BlackJag Partners,Seed Funding,1.9194
1588,2016-06-09,Teabox,eCommerce,Online Tea Store,Siliguri,Cameron Jones,Seed Funding,0.0
1589,2016-06-09,ExtraaEdge,Consumer Internet,Student Acquisition Platform,Pune,Ritesh Dwivedy,Seed Funding,0.0
1589,2016-06-09,ExtraaEdge,Consumer Internet,Student Acquisition Platform,Pune,Priti Padhy,Seed Funding,0.0
1590,2016-06-09,EPayLater,Technology,Fin-Tech Platform,Mumbai,3 undisclosed HNIs,Seed Funding,19.194
1591,2016-06-10,Kyazoonga,eCommerce,Online event ticketing Platform,Mumbai,Ratan Tata,Seed Funding,0.0
1592,2016-06-10,Paytunes,Consumer Internet,Mobile based rewards platform,New Delhi,CIO Angel Network,Private Equity,4.7985
1592,2016-06-10,Paytunes,Consumer Internet,Mobile based rewards platform,New Delhi,Indian Angel Network,Private Equity,4.7985
1593,2016-06-10,Kickstart Jobs,Technology,Entry level hiring platform,Gurgaon,Vivek Joshi,Seed Funding,0.0
1593,2016-06-10,Kickstart Jobs,Technology,Entry level hiring platform,Gurgaon,Mohit Satyanand,Seed Funding,0.0
1593,2016-06-10,Kickstart Jobs,Technology,Entry level hiring platform,Gurgaon,Amit Banati,Seed Funding,0.0
1593,2016-06-10,Kickstart Jobs,Technology,Entry level hiring platform,Gurgaon,Arun Khanna,Seed Funding,0.0
1594,2016-06-10,Freshee,FMCG,Household packaging & Storage product manufacturer,Mumbai,Edelweiss Private Equity,Private Equity,0.0
1595,2016-06-10,MadRat Games,Technology,Wearable Gaming Platform,Bangalore,Ratan Tata,Seed Funding,0.0
1595,2016-06-10,MadRat Games,Technology,Wearable Gaming Platform,Bangalore,Bhavish Aggarwal,Seed Funding,0.0
1595,2016-06-10,MadRat Games,Technology,Wearable Gaming Platform,Bangalore,Ankit Bhati,Seed Funding,0.0
1595,2016-06-10,MadRat Games,Technology,Wearable Gaming Platform,Bangalore,Binny Bansal,Seed Funding,0.0
1595,2016-06-10,MadRat Games,Technology,Wearable Gaming Platform,Bangalore,Girish Mathrubootham,Seed Funding,0.0
1596,2016-06-11,Jazzmyride,eCommerce,Auto Parts & Accessories eTailer,New Delhi,TVS Automobile Solutions Ltd,Private Equity,0.0
1597,2016-06-11,AutoSense,Technology,Data Analytics based Customer Management Services,New Delhi,TVS Automobile Solutions Ltd,Private Equity,0.0
1598,2016-06-11,Redsun Telematics,Consumer Internet,Internet of Things Platform,Chennai,TVS Automobile Solutions Ltd,Private Equity,0.0
1599,2016-06-13,KhanaGadi,Consumer Internet,Online Food Delivery for Train Travelers,Jaipur,50K Ventures,Seed Funding,0.0
1600,2016-06-13,Bombay Shirt Company,eCommerce,Online custom Shirt retailer,Mumbai,undisclosed investor,Private Equity,9.597
1601,2016-06-13,Matrubharti,Consumer Internet,e-Book Publisher,Undiscolsed,Viridian Capital,Seed Funding,0.28791
1602,2016-06-14,EdTechReview,Consumer Internet,Education based online portal,New Delhi,EVC Ventures,Seed Funding,0.0
1603,2016-06-14,Bonhomia,Food & Beverage,Premium Tea & Coffee Capsules maker,New Delhi,Valpro Capital and existing investors,Private Equity,0.0
1604,2016-06-14,Gobolt,Logistics,B2B Logistics provider,New Delhi,MCube8,Seed Funding,0.0
1605,2016-06-14,Jivox,Technology,Data Driven Advertising platform,Bangalore,You & Mr Jones,Private Equity,57.582
1605,2016-06-14,Jivox,Technology,Data Driven Advertising platform,Bangalore,Fortisure Ventures,Private Equity,57.582
1605,2016-06-14,Jivox,Technology,Data Driven Advertising platform,Bangalore,Diaz Nesamoney,Private Equity,57.582
1606,2016-06-14,Sminq,Consumer Internet,Queue management Mobile app,Pune,Saama Capital,Seed Funding,9.597
1606,2016-06-14,Sminq,Consumer Internet,Queue management Mobile app,Pune,Blume Ventures & Vaibhav Domkundwar,Seed Funding,9.597
1607,2016-06-14,CureJoy,Consumer Internet,Online Alternative health community platform,Bangalore,Accel Partners India,Private Equity,42.2268
1608,2016-06-15,Oneway.cab,Consumer Internet,Taxi Rental Platform,Vadodara,Indian Angel Network,Seed Funding,4.31865
1609,2016-06-15,GrabOnRent,eCommerce,On-demand product rental marketplace,Bangalore,IvyCap Ventures and Unicorn India Ventures,Private Equity,0.0
1610,2016-06-16,Diro Labs,Consumer Internet,Contact Management Mobile App,New Delhi,Info Edge (India) Ltd,Private Equity,4.31865
1611,2016-06-16,Unnati Helpers,Consumer Internet,Help Hiring Platform,Gurgaon,Info Edge (India) Ltd,Private Equity,5.7582
1612,2016-06-16,Athletto,Consumer Internet,Sports Venue discovery and booking platform,Bangalore,Atul Ingle,Seed Funding,0.0
1613,2016-06-16,Saavn,Consumer Internet,Web/Mobile Music Streaming service,USA,Guy Oseary,Private Equity,0.0
1614,2016-06-16,Voonik,eCommerce,Online Women\\xe2\\x80\\x99s Fashion Marketplace,Bangalore,Sequoia Capital,Private Equity,191.94
1615,2016-06-16,ThinkPhi,Technology,Sustainable Green Tech Solution developer,Mumbai,Nimmagadda Prasad,Seed Funding,0.0
1616,2016-06-17,Cleartax,Consumer Internet,Online Tax Filing Platform,New Delhi,Ravi Adusumalli,Private Equity,115.164
1616,2016-06-17,Cleartax,Consumer Internet,Online Tax Filing Platform,New Delhi,SAIF Partners,Private Equity,115.164
1617,2016-06-17,Silvan Innovation Labs,Technology,Home Automation Solutions,Bangalore,Infuse Ventures,Private Equity,8.6373
1618,2016-06-17,GreytHR,Technology,Payroll & HR Software Developer,Bangalore,New Enterprise Associates (NEA),Private Equity,49.9044
1618,2016-06-17,GreytHR,Technology,Payroll & HR Software Developer,Bangalore,Blume Ventures,Private Equity,49.9044
1619,2016-06-17,Duffl,eCommerce,Fashion Rental Marketplace,Bangalore,BetOnIndia Technology Pvt Ltd,Seed Funding,0.0
1620,2016-06-17,BYG,Consumer Internet,Fitness centre Discovery & Booking Mobile app,Bangalore,Sanjay Verma,Seed Funding,0.0
1620,2016-06-17,BYG,Consumer Internet,Fitness centre Discovery & Booking Mobile app,Bangalore,Amit Khanna (LetsVenture),Seed Funding,0.0
1621,2016-06-20,Dipper,eCommerce,Freight Logistics Marketplace,New Delhi,Undisclosed investor,Seed Funding,0.0
1622,2016-06-20,Qonfuse,Consumer Internet,Online Test Papers for competitive exams,New Delhi,Hamraj Kumar,Seed Funding,0.0
1623,2016-06-20,The Indian IRIS,Consumer Internet,Govt Policy Research & Information portal,Ahmedabad,Timbru Ventures,Seed Funding,0.0
1624,2016-06-21,Onspoon,Consumer Internet,Online Platform for Event Sponsorship,Mumbai,Swan Angel Network,Seed Funding,1.43955
1625,2016-06-21,REstate,Consumer Internet,Real Estate Platform,Bangalore,Idein Ventures,Seed Funding,0.0
1626,2016-06-21,Cleartrip,Consumer Internet,Online Travel Agency,Mumbai,Concur Technologies,Private Equity,0.0
1626,2016-06-21,Cleartrip,Consumer Internet,Online Travel Agency,Mumbai,Gund Investment,Private Equity,0.0
1627,2016-06-21,ProcMart,Consumer Internet,Online Procurement Marketplace,Noida,IndiaMart,Private Equity,0.0
1628,2016-06-21,Celerix,Technology,Fintech Product Development & Services Startup,Bangalore,Bitkemy Ventures,Seed Funding,3.8388
1629,2016-06-21,NatureNama,Consumer Internet,Online Outdoors & travel,Mumbai,Unicorn Venture,Seed Funding,2.159325
1630,2016-06-21,CyclopsMedtech,Technology,Medical Technology Provider,Bangalore,CP Bothra,Seed Funding,0.0
1631,2016-06-21,Syona Cosmetics,FMCG,Beauty Products & Training to Salons & Spas,Chennai,The Chennai Angels,Seed Funding,1.43955
1632,2016-06-21,PrettySecrets,eCommerce,Women Lingerie Store,Mumbai,RB Investments PTE Ltd,Private Equity,57.582
1632,2016-06-21,PrettySecrets,eCommerce,Women Lingerie Store,Mumbai,Orios Venture Partners,Private Equity,57.582
1633,2016-06-22,SpiderG,Consumer Internet,Online invoice app for SMEs,Pune,Rahul Kirloskar,Seed Funding,1.43955
1633,2016-06-22,SpiderG,Consumer Internet,Online invoice app for SMEs,Pune,Fusion Tech Ventures,Seed Funding,1.43955
1633,2016-06-22,SpiderG,Consumer Internet,Online invoice app for SMEs,Pune,Adi Saravanan,Seed Funding,1.43955
1633,2016-06-22,SpiderG,Consumer Internet,Online invoice app for SMEs,Pune,Pravin Dongre,Seed Funding,1.43955
1633,2016-06-22,SpiderG,Consumer Internet,Online invoice app for SMEs,Pune,Mahendra Doshi,Seed Funding,1.43955
1634,2016-06-23,FarEye,Technology,Logistics Management Software,New Delhi,Saif Partners,Private Equity,33.5895
1635,2016-06-23,The Uolo,Consumer Internet,School Parent Communication App,Bangalore,Purvi Ventures,Seed Funding,2.01537
1635,2016-06-23,The Uolo,Consumer Internet,School Parent Communication App,Bangalore,Rajul Garg,Seed Funding,2.01537
1635,2016-06-23,The Uolo,Consumer Internet,School Parent Communication App,Bangalore,Vipin Arora,Seed Funding,2.01537
1636,2016-06-23,Staqu,Technology,Artificial Intelligence based search platform,Gurgaon,Indian Angel Network,Seed Funding,0.0
1637,2016-06-23,Padhopadhao,Consumer Internet,Home Tutors search & Discovery,New Delhi,Rise India,Private Equity,0.0
1638,2016-06-24,Drivify,Consumer Internet,Professional Driver discovery & Booking Mobile app,Mumbai,Jitendra Gupta,Seed Funding,0.47985
1638,2016-06-24,Drivify,Consumer Internet,Professional Driver discovery & Booking Mobile app,Mumbai,Pankaj Tripathi,Seed Funding,0.47985
1639,2016-06-24,PratiLipi,Consumer Internet,Multi-Lingual self-publishing platform,Bangalore,Nexus Venture Partners,Seed Funding,0.0
1640,2016-06-24,ParaBlu,Technology,Cloud Data Security & Privacy Solutions,Bangalore,Kalaari Capital,Seed Funding,4.7985
1641,2016-06-24,Schedulers Logistics,Logistics,Cold Storage Logistics solutions,Mumbai,GVFL,Private Equity,57.582
1642,2016-06-24,LEAP India,Others,Supply Chain Equipment & Services provider,Mumbai,Mayfield Ventures,Private Equity,28.791
1643,2016-06-24,KabadiExpress,Others,Free Door Step Scrap Pickup Service,New Delhi,Undisclosed investor,Seed Funding,1.420356
1644,2016-06-27,YourDost,Consumer Internet,Online counselling & Personal coaching platform,Bangalore,SAIF Partners,Seed Funding,11.5164
1644,2016-06-27,YourDost,Consumer Internet,Online counselling & Personal coaching platform,Bangalore,Aprameya Radhakrishnan,Seed Funding,11.5164
1644,2016-06-27,YourDost,Consumer Internet,Online counselling & Personal coaching platform,Bangalore,Phanindra Sama,Seed Funding,11.5164
1644,2016-06-27,YourDost,Consumer Internet,Online counselling & Personal coaching platform,Bangalore,Subba Rao Telidevara,Seed Funding,11.5164
1644,2016-06-27,YourDost,Consumer Internet,Online counselling & Personal coaching platform,Bangalore,Vibhu Garg,Seed Funding,11.5164
1644,2016-06-27,YourDost,Consumer Internet,Online counselling & Personal coaching platform,Bangalore,Paula Ravindra Mariwala,Seed Funding,11.5164
1644,2016-06-27,YourDost,Consumer Internet,Online counselling & Personal coaching platform,Bangalore,Gaurav Bhalotia,Seed Funding,11.5164
1645,2016-06-27,Gomalon,Consumer Internet,Online Spa & Salon discovery & Booking platform,Bangalore,Undisclosed investor,Seed Funding,0.9597
1646,2016-06-27,Voler Cars,Consumer Internet,Self-Driven Car rental platform,New Delhi,Kanodia family,Seed Funding,0.0
1646,2016-06-27,Voler Cars,Consumer Internet,Self-Driven Car rental platform,New Delhi,Amit Banka,Seed Funding,0.0
1647,2016-06-27,Travelyaari,Consumer Internet,Online ticket booking platform,Bangalore,GVFL Ltd,Private Equity,28.791
1648,2016-06-28,FabHotels,Consumer Internet,Online Hotel aggregator & Booking platform,Gurgaon,Accel Partners,Private Equity,76.776
1648,2016-06-28,FabHotels,Consumer Internet,Online Hotel aggregator & Booking platform,Gurgaon,RB Investments,Private Equity,76.776
1649,2016-06-28,Locanix,Technology,GPS based SaaS Solutions,Ahmedabad,Undisclosed investors,Seed Funding,2.8791
1650,2016-06-28,LendingKart,Consumer Internet,Online Working Capital Business Loans Platform,Ahmedabad,Bertelsmann India Investments,Private Equity,307.104
1650,2016-06-28,LendingKart,Consumer Internet,Online Working Capital Business Loans Platform,Ahmedabad,Mayfield India,Private Equity,307.104
1650,2016-06-28,LendingKart,Consumer Internet,Online Working Capital Business Loans Platform,Ahmedabad,Saama Capital,Private Equity,307.104
1650,2016-06-28,LendingKart,Consumer Internet,Online Working Capital Business Loans Platform,Ahmedabad,India Quotient,Private Equity,307.104
1651,2016-06-28,Hello Tax,Consumer Internet,Online Tax Filing Platform,New Delhi,Sanjeev Sinha,Seed Funding,2.831115
